cid	SMILES	Binding_Modes
55F	Cc1c(ccc(n1)c2c([nH]c(n2)NC(=O)C)c3ccc4c(c3)nccn4)F	I
EUN	Cc1c(ccc2c1c(=O)[nH]c(n2)C)c3ccnc4c3cccc4	I
EZB	Cc1c(ccc2c1c(=O)[nH]cn2)c3cccc4c3cccn4	I
253	Cc1c(ccc2c1nc(c3c2c4cc(c(cc4nc3)OC)OC)N)N	I
2WC	Cc1c(cccc1C(=O)O)c2[nH]c3c(n2)nc(nc3OCC4CCCCC4)N	I
75X	Cc1c(cccc1O)c2[nH]c3c(n2)nc(nc3OCC4CCCCC4)N	I
SQ9	Cc1c(cccc1S(=O)(=O)N)c2[nH]c3c(n2)nc(nc3OCC4CCCCC4)N	I
3VE	Cc1c(cccn1)c2c(cc3cccc(c3n2)Cl)C(C)Nc4c5c([nH]cn5)ncn4	I
NL4	Cc1c(cn(n1)C)c2[nH]c3c(c(cnc3n2)Cl)c4cnn(c4)Cc5cccc(c5)C(=O)N(C)C	I
FH3	Cc1c(cn(n1)C)c2[nH]c3c(n2)c(c(cn3)Cl)N4CCC(C4)CNC(=O)C	I
6F2	Cc1c(cn(n1)C)c2[nH]c3c(n2)c(c(cn3)Cl)c4cnn(c4)Cc5cccc(c5)C(=O)N6CCN(CC6)C	I
5GX	Cc1c(cn(n1)C)c2[nH]c3c(n2)c(c(cn3)Cl)c4cnn(c4)Cc5ccccc5	I
6YL	Cc1c(cn(n1)C)c2cc(c(nc2)N)OC(C)c3cc(ccc3C(=O)N(C)C)F	I
X9G	Cc1c(cn(n1)c2ccnc(n2)Nc3ccc4c(c3)c(c(n4C)C)Cl)CN5CC(C5)O	I
X8G	Cc1c(cn(n1)c2ccnc(n2)Nc3ccc4c(c3)c(nn4C)Cl)CN5CC(C5)O	I
X7G	Cc1c(cn(n1)c2ccnc(n2)Nc3ccc4c(c3)cnn4C)CN5CC(C5)O	I
81G	Cc1c(cn[nH]1)c2cc3c(s2)C(=O)NC4(N3)CCC(CC4)(c5ccc(cc5)F)O	I
JZY	Cc1c(cnc(n1)N)c2nc3cc(sc3c(n2)N4CCOCC4)CN5CCN(CC5)S(=O)(=O)C	I
4MG	Cc1c(n(c2c1cc(cc2)Nc3nccc(n3)n4cc(c(n4)C)CN5CC(C5)O)C)C	I
3K7	Cc1c(n2c(n1)c(cc(n2)Cl)N)c3ccc(c(c3)OC)OC	I
5W6	Cc1c(n2c(n1)c(cc(n2)Cl)NCCNC(=O)C)c3ccc(c(c3)S(=O)(=O)N4CCC(CC4)CO)OC	I
5W9	Cc1c(n2c(n1)c(cc(n2)Cl)NCCNC(=O)C)c3ccc(c(c3)S(=O)(=O)N4CCOCC4)OC	I
5W7	Cc1c(n2c(n1)c(cc(n2)Cl)NCCNC(=O)C)c3ccc(c(c3)S(=O)(=O)NC4CCC(CC4)N)OC	I
5W3	Cc1c(n2c(n1)c(cc(n2)Cl)NCCNC(=O)C)c3ccc(c(c3)S(=O)(=O)NCCO)OC	I
GEZ	Cc1c(n[nH]c1Nc2ccnc3c2cc(c(c3)OC)S(=O)(=O)C(C)(C)C)C	I
B4V	Cc1c(nnn1c2c(non2)N)C(=O)NCc3cccc(c3)C(=O)Nc4nc5c(s4)CN(CC5)C	I
4DK	Cc1c(ocn1)c2cccc(c2)Nc3nccc(n3)N(CCCO)c4cccc5c4cn[nH]5	I
093	Cc1c(sc(=NC(=O)C)[nH]1)c2ccc(c(c2)S(=O)(=O)NCCO)Cl	I
AWF	Cc1c(sc(n1)C(C)(C)O)c2cc(c(nc2)N)OC(C)c3cc(ccc3n4nccn4)F	I
AWJ	Cc1c(sc(n1)C(C)(CO)O)c2cc(c(nc2)N)OC(C)c3cc(ccc3N4NC=CN4)F	I
MTZ	Cc1c(sc(n1)N)c2ccnc(n2)Nc3ccc(cc3)N4CCOCC4	I
16X	Cc1c(sc(n1)N)c2ccnc(n2)Nc3cccc(c3)n4oo4	I
5S8	Cc1c(sc(n1)NC(=O)C2CCCC2)c3ccc(c(c3)[S+2](Nc4ccc(cc4)O)(O)O)OC	I
1LT	Cc1c(sc(n1)NC(=O)N2CCCC2C(=O)N)c3ccnc(c3)C(C)(C)C(F)(F)F	I
TJF	Cc1c(sc(n1)NC)c2c(cnc(n2)Nc3cccc(c3)C(=O)N4CCOCC4)C#N	I
T6Q	Cc1c(sc(n1)NC)c2c(cnc(n2)Nc3cccc(c3)N4CCCN(CC4)C(=O)C)C#N	I
T3C	Cc1c(sc(n1)NC)c2c(cnc(n2)Nc3cccc(c3)N4CCCNCC4)C#N	I
T9N	Cc1c(sc(n1)NC)c2c(cnc(n2)Nc3cccc(c3)O)C#N	I
T3E	Cc1c(sc(n1)NC)c2c(cnc(n2)Nc3cccc(c3)S(=O)(=O)N)C#N	I
980	Cc1c(sc2c1nc(nc2N3CCOCC3)c4cnc(nc4)N)CN5CCN(CC5)C(=O)C(C)O	I
IV7	Cc1c-2c(n(n1)C)CN(C(=O)c3ccc(cc3C(Oc4cc2cnc4N)C)F)C	I
73Q	Cc1c2c(=O)c3cc(ccc3n(c2n(n1)C)O)Cl	I
65A	Cc1c2c(c3c(nc2[nH]n1)CC(CC3=O)(C)C)c4ccccc4OC	I
OAW	Cc1c2c(nc(n1)N)n(c(=O)c(n2)c3c[nH]nc3)C(C)C	I
3RE	Cc1c2cc(c(=O)n(c2nc(n1)N)C3CCC(CC3)OC)c4cc[nH]n4	I
ML9	Cc1c2cc(c(=O)n(c2nc(n1)N)C3CCC(CC3)OCCO)c4ccc(nc4)OC	I
0TA	Cc1c2cc(c(=O)n(c2nc(n1)N)C3CCCC3)c4c[nH]nc4	I
0TB	Cc1c2cc(c(=O)n(c2nc(n1)N)N3CCCC3)c4cc(c(nc4)OC)F	I
ML8	Cc1c2cc(c(=O)n(c2nc(n1)NC)C3CCCC3)c4cccc(c4)CO	I
L20	Cc1c2cc(ccc2[nH]n1)c3cc(cnc3)OCC(Cc4c[nH]c5c4cccc5)N	I
EAZ	Cc1c2cc(ccc2n[nH]1)c3cc(cnc3)OCC(CC(C)C)N	I
6A7	Cc1c2cc(cnc2[nH]n1)C(=O)N3CCCC3c4ccc(cc4)Cl	I
1EL	Cc1c2cc[nH]c(=O)c2c(c3c1[nH]c4c3cc(cc4)O)C	I
KIM	Cc1c2ccc(cc2[nH]n1)N(C)c3ccnc(n3)Nc4cc(c(c(c4)OC)OC)OC	I
77V	Cc1c2ccc(cc2[nH]n1)Nc3nc4ccoc4c(n3)NC5CC5	I
T2A	Cc1c2cnc(nn2c(n1)c3ccccc3)Nc4cc(c(c(c4)OC)OC)OC	I
5QO	Cc1c2nc3c(cccc3n1)-c4cc5c([nH]4)C(CC=CC(N2)C)CNC5=O	I
65C	Cc1c[nH]c(n1)c2cnc(nc2c3ccc(cc3Cl)Cl)NCCNc4ccc(cn4)C#N	I
F62	Cc1cc(=O)n(c2c1cnc(n2)Nc3ccc(cc3OC)N4CCN(CC4)C)c5cccc(c5)NC(=O)C=C	I
X2K	Cc1cc([nH]c1C=C2c3cc(ccc3NC2=O)N)C	I
J2I	Cc1cc([nH]n1)Nc2c3cccn3nc(n2)N4CCN(CC4)C(=O)Cc5c(cc(cc5F)OC)F	I
F9J	Cc1cc([nH]n1)Nc2nc(c(c(n2)OC(C)c3ncc(cn3)F)F)N4CCOCC4	I
4LO	Cc1cc(c(cc1C2CCN(CC2)C)OC(C)C)Nc3nc4c(c[nH]n4)c(n3)Nc5ccccc5S(=O)(=O)C(C)C	I
CZ4	Cc1cc(c(cc1C2CCN(CC2)C)OC(C)C)Nc3ncc(c(n3)Nc4cn(nc4S(=O)(=O)C(C)C)C)Cl	I
4MK	Cc1cc(c(cc1C2CCNCC2)OC(C)C)Nc3ncc(c(n3)Nc4ccccc4S(=O)(=O)C(C)C)Cl	I
ZZG	Cc1cc(c(nc1C)c2ccccn2)Oc3ccnc(c3)Nc4cc(c(c(c4)OC)OC)OC	I
BZ9	Cc1cc(c2ccccc2c1Oc3c(cccn3)c4ccnc(n4)NC)Nc5[nH]c6ccccc6n5	I
3E4	Cc1cc(c2ccccc2c1Oc3c(cccn3)c4ccnc(n4)NC5CCC(CC5)N)NS(=O)(=O)c6ccccc6Cl	I
A82	Cc1cc(c2nc(cc(=O)n2c1)N3CCOCC3)C(C)Nc4ccccc4C(=O)O	I
685	Cc1cc(cc(c1)Nc2nccc(n2)c3nc(c(s3)C(=O)NC(C)CO)C)C	I
X6G	Cc1cc(cc(c1)Nc2nccc(n2)n3cc(c(n3)C)CN4CC(C4)O)C	I
76Q	Cc1cc(cc(c1)c2cnc3ccc(cc3c2CCCCNC)c4cc(cnc4)O)C	I
3SB	Cc1cc(cc(c1C=NNC(=O)C(c2ccccc2)N)O)O	I
S69	Cc1cc(cc(c1C=NNC(=O)Cc2cccc(c2)OC)O)O	I
X5G	Cc1cc(cc(c1OCCN2CCCC2)C)Nc3nccc(n3)n4cc(c(c4)CN5CC(C5)O)C	I
X4G	Cc1cc(cc(c1OCCO)C)Nc2ncc(c(n2)n3cc(c(c3)CN4CCC(C4)O)C)F	I
X3G	Cc1cc(cc(c1OS(=O)(=O)C)C)Nc2ncc(c(n2)n3cc(c(c3)CN4CCC(C4)O)C)F	I
6CB	Cc1cc(cc(n1)N)c2ccncc2NC(=O)c3c(ccc(n3)c4ccccc4F)N	I
45Q	Cc1cc(ccc1N)c2cc([nH]n2)NC(=O)c3ccc(cc3)CN4CCN(CC4)C	I
EMW	Cc1cc(ccc1NC(=O)N2CCN(C(C2)C)c3c4cnn(c4nc(n3)N)C)OC	I
8PT	Cc1cc(ccc1Nc2nc3c(c(n2)NC4CCCCC4)[nH]cn3)N5CCOCC5	I
55E	Cc1cc(ccc1O)c2cc([nH]c(=O)n2)c3ccccc3	I
MH4	Cc1cc(ccn1)CNC(=O)c2c3c(n(n2)C)-c4c(cnc(n4)Nc5ccc(cc5)N6CCN(CC6)C)CC3	I
3HN	Cc1cc(ccn1)NC(=O)c2cccc(c2)n3cc(cn3)NC(=O)Nc4ccc(cc4)F	I
3HJ	Cc1cc(ccn1)NC(=O)c2cccc(c2)n3cc(cn3)NC(=O)Nc4ccccc4	I
3H8	Cc1cc(ccn1)NC(=O)c2cccc(c2)n3cc(cn3)NC(=O)Nc4ccccc4Cl	I
15V	Cc1cc(n(n1)c2cccc(c2)Cl)NC(=O)c3cnn4c3nccc4	I
4GD	Cc1cc(n(n1)c2ccccc2)NC(=O)c3cnn4c3nccc4	I
KSE	Cc1cc(n2c(n1)c(c(n2)Nc3cc(cc(c3)OC)OC)C(=O)N)NCC(C)(C)N	I
KSC	Cc1cc(n2c(n1)c(c(n2)Nc3ccc(cc3)OC)C(=O)N)NCC4CC4	I
AZ5	Cc1cc(n[nH]1)Nc2c(cnc(n2)NC(C)c3ncc(cn3)F)Cl	I
8FU	Cc1cc(n[nH]1)Nc2c3cc(ccc3nc(n2)C(=O)N4CCNC(C4)C)Cl	I
9A6	Cc1cc(n[nH]1)Nc2c3ccc(cc3nc(n2)C=Cc4ccccc4)N5CCN(CC5)C	I
3R1	Cc1cc(nc(n1)NC(C)CO)Nc2cc(ccn2)NC(=O)c3c(cccc3Cl)Cl	I
YM4	Cc1cc(no1)CN2CCN(CC2)c3c(cnc4c3nc([nH]4)c5ccc(cc5)N6CCN(CC6)C)Br	I
7HD	Cc1cc(no1)Cn2cc(cn2)c3c(cnc4c3[nH]c(n4)c5cn(nc5C)C)Cl	I
NRM	Cc1cc(sn1)Nc2c3ncc(n3ccn2)c4c[nH]nc4	I
MI5	Cc1cc(sn1)Nc2cc(nc3n2ncc3c4cnn(c4)C)C5CCCNC5	I
PZW	Cc1cc2c(cc1NC3CNC3)N4C(C(=O)NN=C4CO2)C	I
IE6	Cc1cc2c(ccnc2[nH]1)c3ccc(s3)S(=O)(=O)NCCN	I
X8I	Cc1cc2n[nH]c(=O)n2c3c1cc(cc3)c4cccc(c4)O	I
YEX	Cc1cc2n[nH]c(=O)n2c3c1ccc(c3)c4ccc[nH]4	I
X8E	Cc1cc2n[nH]c(=O)n2c3c1ccc(c3)c4ccncc4	I
QQ2	Cc1ccc(c(c1)N(CC#N)c2cc(ncn2)Nc3ccc(cc3)OCC(CN(C)C)O)Cl	I
ZZF	Cc1ccc(c(n1)C)Oc2ccnc(c2)Nc3ccc(cc3)S(=O)(=O)N	I
3QH	Cc1ccc(cc1)C(C)Nc2c3cc(ccc3ncc2C(=O)N)C#N	I
L9M	Cc1ccc(cc1)CC(CNc2nnc(s2)c3ccc4c(c3)c(n[nH]4)C)N	I
L9N	Cc1ccc(cc1)CC(CNc2nnc(s2)c3ccc4c(c3)cn[nH]4)N	I
3HQ	Cc1ccc(cc1)NC(=O)Nc2cnn(c2)c3cccc(c3)C(=O)Nc4ccnc(c4)C	I
8QH	Cc1ccc(cc1)NC=C2c3c(c4cc(c(c(c4o3)Cl)Cl)O)CCC2=O	I
S19	Cc1ccc(cc1)Nc2c(cnc(n2)NC3CCOCC3N)C(=O)N	I
GDK	Cc1ccc(cc1)c2c(cccn2)OCc3ccccn3	I
0JG	Cc1ccc(cc1)c2c(n(c3c2c(ncn3)N)C=CCO)CC(C#N)C(=O)OC	I
0JH	Cc1ccc(cc1)c2c(n(c3c2c(ncn3)N)CCCO)CC(C#N)C(=O)OC(C)(C)C	I
6ZG	Cc1ccc(cc1)c2cc3c(c(n2)NCCCCN)nccn3	I
7EY	Cc1ccc(cc1)c2csc3c2c(ncn3)SCCC(=O)O	I
37W	Cc1ccc(cc1C)c2c(sc(c2C(=O)N)NC(=O)CCCC(=O)O)C	I
IPV	Cc1ccc(cc1N(C)c2ccnc(n2)Nc3cc(cc(c3)S(=O)(=O)C)N4CCOCC4)CO	I
AS6	Cc1ccc(cc1N(c2ccnc(n2)Nc3cc(cc(c3)S(=O)(=O)C)N4CCOCC4)C(C)C)CO	I
5Y2	Cc1ccc(cc1NC(=O)C)Nc2cc(n3c(n2)c(cn3)C#N)NC4CC4	I
0Y4	Cc1ccc(cc1NC(=O)C)Nc2cc(n3c(n2)c(cn3)C#N)Nc4cn(cn4)C	I
6XT	Cc1ccc(cc1NC(=O)C)Nc2cc(n3c(n2)ccn3)NC4CC4	I
6GE	Cc1ccc(cc1Nc2ccnc3c2cc(cc3)S(=O)(=O)C)O	I
GK1	Cc1ccc(cc1Nc2ccnc3c2ccc(c3)c4csc(n4)C=O)O	I
9JS	Cc1ccc(cc1O)Nc2c(=O)c(nsn2)Nc3ccc(cc3)C(=O)N	I
F4N	Cc1ccc(cc1S(=O)(=O)N(C)N=Cc2cnc3n2cc(cc3)Br)[N+](=O)[O-]	I
T7Z	Cc1ccc(cc1S(=O)(=O)N2CCOCC2)Nc3ncc(c(n3)c4c([nH]c(=NC)s4)C)C#N	I
VVQ	Cc1ccc(cc1c2c(cc([nH]2)c3ccnc(n3)N)C(=O)N)Cl	I
BJG	Cc1ccc(cc1c2c(cc(n2C)c3ccnc(n3)Nc4ccc(cc4)N5CCN(CC5)C)C(=O)N)Cl	I
L66	Cc1ccc(cc1c2cn3c4c(=O)[nH]c(=O)n(c4nc3n2c5ccccc5OC)C)O	I
C07	Cc1ccc(cc1n2c3c(c4c(c2=O)CCCC4)c(ncn3)N)O	I
QUP	Cc1ccc(cc1n2cc(cc2C(=O)N)c3c4cccn4ncn3)Cl	I
19P	Cc1ccc(cn1)c2ccc3c(n2)c4c(cn3)n(c(=O)n4C5CCN(CC5)C(=O)C(C)O)C	I
B97	Cc1ccc(cn1)c2ccc3c(n2)ccc4c3c5c(s4)C(=O)NC(CN5)C	I
HAU	Cc1ccc(nc1)NC(=O)C2CCN(CC2)C(=O)C	I
0XF	Cc1ccc(nc1C)Nc2cc(nnc2C(=O)N)NC3CCCCC3N	I
W4A	Cc1ccc(o1)C(=O)Nc2cc(ccc2N3CCN(CC3)C)C(F)(F)F	I
BD4	Cc1ccc2c(c1)c3c(n2CCCN)cc(c4c3C(=O)NC4=O)C	I
9XK	Cc1ccc2c(c1)sc(n2)NC(=O)CSc3nc4c(c(=O)n3c5ccccc5)SCC4	I
P5C	Cc1cccc(c1)Nc2c(cnc(n2)NC3CCCCC3N)C(=O)N	I
S91	Cc1cccc(c1)Nc2c(cnc(n2)Nc3ccc(cc3)CC(=O)O)C(=O)N	I
7KF	Cc1cccc(c1)Nc2c3c(nc(n2)NC4CCCCC4N)CNC3=O	I
A3H	Cc1cccc(c1)c2cc(nc3c2c(c[nH]3)C#N)Nc4ccn(n4)C	I
912	Cc1cccc(c1NC(=O)C2CNC(=Nc3cccc(c3)C(=O)NC4CCC(CC4)(C)O)S2)Cl	I
90B	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(cc(c3)Br)C(=O)NC4CCNCC4)Cl	I
8ZQ	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(cc(c3)C(=O)NC4CCNCC4)c5ccccc5N)Cl	I
8ZN	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(cc(c3)C(F)(F)F)C(=O)NC4CCNCC4)Cl	I
8ZT	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)Cl	I
8ZW	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(cc(c3)S(=O)(=O)C)N4CCOCC4)Cl	I
90T	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cccc(c3)C(=O)N4CCC(C4)C(=O)O)Cl	I
91K	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cccc(c3)C(=O)N4CCC(C4)CC(=O)O)Cl	I
90Z	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cccc(c3)C(=O)NC4CC(N(C(C4)(C)C)O)(C)C)Cl	I
91H	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cccc(c3)C(=O)NC4CCC(CC4)C(=O)O)Cl	I
90W	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cccc(c3)C(=O)NC4CCC(CC4)O)Cl	I
92Q	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cccc(c3)C(=O)NC4CCNC4)Cl	I
90E	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cccc(c3)C(=O)NC4CCNCC4(F)F)Cl	I
8ZH	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cccc(c3)C(=O)NC4CCNCC4)Cl	I
8ZZ	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cccc(c3)C(=O)NC4CCNCC4F)Cl	I
91E	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cccc(c3)C(=O)NCC(C)(C)CN)Cl	I
90K	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cccc(c3)C(=O)Nc4cccc(c4)N)Cl	I
90N	Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cccc(c3)C(=O)Nc4nc(nc(n4)N)C)Cl	I
T74	Cc1cccc(c1Nc2c3cnc(nc3n(n2)CCC(C)(C)OC)Nc4ccc(cc4)N5CCNCC5)C	I
KSL	Cc1cccc(c1Nc2c3cncn3c(cn2)c4ccccc4)C	I
KSM	Cc1cccc(c1Nc2c3cncn3c4cc(ccc4n2)N5CCNC(C5)C)Cl	I
1N9	Cc1cccc(c1OC(=O)N(c2ccc(cc2OC)OC)c3ccnc(n3)Nc4cc(c(c(c4)OC)OCCCN5CCN(CC5)C)OC)C	I
AM9	Cc1cccc(c1n2c(=O)c3cnc(nc3n4c2nc5c4cccc5)Nc6ccc(cc6)N7CCN(CC7)C)C	I
580	Cc1cccc(n1)c2c(c3n(n2)CCC3)c4ccc(cc4)F	I
460	Cc1cccc(n1)c2c(c[nH]n2)c3ccc4c(n3)cccn4	I
QIG	Cc1cccc(n1)c2nc3ccccc3c(n2)Nc4ccc5c(c4)cn[nH]5	I
855	Cc1cccc(n1)c2nc3ccccc3c(n2)Nc4ccncc4	I
5XH	Cc1cccc2c1n(c(n2)NC(=O)c3ccnc(c3)C)C4CCCCN(C4)C(=O)C=CCN(C)C	I
4QE	Cc1ccccc1c2[nH]c3c(n2)c(nc(n3)N)OCC4CCCCC4	I
5U4	Cc1ccccc1n2cc(c3c(c2=O)c(n[nH]3)N)c4ccn(n4)C	I
EO5	Cc1ccn2c1c(=O)n(c(n2)C(C)Nc3c4c(c[nH]c4ncn3)c5cc(cc(c5)O)NS(=O)(=O)C)c6ccccc6	I
GDH	Cc1ccnc(c1)COc2cccc(c2c3ccc4c(c3)CCNCC4)OC	I
0FY	Cc1cn2c(cnc2c(n1)Nc3cc(ns3)CN4CCCC(C4)C)c5cnn(c5)CC(=O)Nc6ccncc6F	I
19E	Cc1cnc(c2c1[nH]c3c2c4ccc(cc4cc3)O)Cl	I
18E	Cc1cnc(c2c1[nH]c3c2ccc4c3ccc(c4)O)Cl	I
EBD	Cc1cnc(nc1Nc2cc([nH]n2)C3CC3)Nc4ccc(cc4)CC#N	I
BFK	Cc1cnc(nc1Nc2cccc(c2)CO)Nc3cc(cc(c3)S(=O)(=O)C)N4CCN(CC4)C	I
1M3	Cc1cnc(nc1Nc2cccc(c2)S(=O)(=O)NC(C)(C)C)Nc3ccc(cc3)N4CCN(CC4)C	I
390	Cc1cnc(nc1c2cc([nH]c2)C(=O)NC(CO)c3cccc(c3)Cl)Nc4ccc(cc4Cl)F	I
Z48	Cc1cnc(nc1c2cc([nH]c2)C(=O)NC(CO)c3ccccc3)Nc4ccccc4	I
E86	Cc1cnc(nc1c2cc([nH]c2)C(=O)NC(CO)c3ccccc3)Nc4ccccc4Cl	I
EK9	Cc1cnc(nc1c2cc([nH]c2)C(=O)NC(CO)c3ccccc3)c4ccccc4	I
8XB;8XN	Cc1cnc(nc1c2cc3c([nH]2)CC(N(C3=O)CCOC)C)Nc4ccnn4C	I
96Y	Cc1cncc(n1)c2cc3c(cn2)cnn3c4cccc(n4)C5CNCCC5(F)F	I
H52	Cc1cncc2c1c(ccc2)S(=O)(=O)N3CCCNCC3C	I
LMM	Cc1csc2c1nc(nc2Nc3cn(cn3)C)NC(C)c4ncc(cn4)F	I
0U0	Cc1nc(cc(n1)Nc2cnccn2)c3c(nc4n3nccc4)Nc5cc[nH]n5	I
799	Cc1nc(n(n1)C(C)C)c2cn3c(n2)-c4ccc(cc4OCC3)c5cnn(c5)C(C)(C)C(=O)N	I
0TZ	Cc1nc(nc(n1)N)c2c(nc3n2cccc3)Nc4ccn[nH]4	I
F1S	Cc1nc(nc(n1)N)c2cc(cnc2Nc3cc(c(nc3)Cl)NS(=O)(=O)C)C4CCOCC4	I
14K	Cc1nc(nc(n1)N)c2cc(cnc2Nc3cc(c(nc3)OC)F)C(C)N4CCN(CC4)S(=O)(=O)C	I
0KO	Cc1nc(nc(n1)N)c2cc(cnc2Nc3ccc(nc3)OC)CN4CCN(CC4)S(=O)(=O)C	I
QAR	Cc1nc(nc(n1)n2c3ccccc3nc2Nc4cc[nH]n4)N	I
3JB	Cc1nc(no1)C2CN(CCO2)c3c4c(c[nH]c4ncn3)c5cccc(c5)C#N	I
3RZ	Cc1nc2c(cccc2C(=O)Nc3cc[nH]n3)c(n1)N	I
3PS	Cc1nc2c(cccc2C(=O)Nc3ccc(nc3)OC)c(n1)N	I
X1N	Cc1nc2c(s1)-c3c(cnc(n3)Nc4cccc(c4)[N+](=O)[O-])CC2	I
2OQ	Cc1nc2ccc(cc2n1c3ncnc(n3)N)C#CC4(CCCCC4)O	I
X4Z;7KC	Cc1nc2ccsc2c(n1)Nc3c4c([nH]n3)C(N(C4)C(=O)NC(CN(C)C)c5ccccc5)(C)C	I
4ZJ	Cc1nc2cnc(cc2n1C(C)C)Nc3ccnc(n3)N4CCC(C(C4)F)OC	I
4ZB	Cc1nc2cnc(cc2n1C(C)C)Nc3ccnc(n3)N4CCC(C4)(C)C(=O)N	I
4YX	Cc1nc2cnc(cc2n1C(C)C)Nc3ccnc(n3)N4CCC(CC4)(CCN)OC	I
4YW	Cc1nc2cnc(cc2n1C(C)C)Nc3ccnc(n3)N4CCC(CC4)S(=O)(=O)C	I
4Z8	Cc1nc2cnc(cc2n1C(C)C)Nc3ccnc(n3)NCC(C)(C)C(=O)N	I
4ZG	Cc1nc2cnc(cc2n1C(C)C)Nc3ccnc(n3)NCC(C)(C)S(=O)(=O)C	I
4ZH	Cc1nc2cnc(cc2n1C(C)C)Nc3ccnc(n3)OCC(C)(C)S(=O)(=O)C	I
60B	Cc1nc2cnc(cc2n1C(C)C)Nc3ccnc(n3)c4cnn(c4)S(=O)(=O)C5CC5	I
0Q2	Cc1nc2cnc3c(c2n1C4CCCC(C4)O)cc[nH]3	I
JAK	Cc1nc2cnc3c(c2n1C4CCNCC4)cc[nH]3	I
4WE	Cc1ncc(n1C(C)C)c2c(cnc(n2)Nc3ccc(cc3)C(=O)NCCN4CCCCC4)F	I
PWU	Cc1ncc(n1C)c2ccc(cc2)Nc3cc4c(cc(n4C(=O)OC(C)C)c5cnn(c5)C)cn3	I
G3B	Cc1nnc(o1)c2ccc3c(c2)c(co3)c4ccc(cc4)S(=O)C	I
JZO	Cn1c(c(c(=O)n1C)c2cccc(c2)COC)c3ccc4c(c3)nccn4	I
7AU	Cn1c(c(c2c1nccc2Cl)c3ccc(cc3)CO)c4ccc(cc4)N5CCNCC5	I
KUV	Cn1c(c(cn1)NC(=O)c2c(sc(n2)c3c(cccc3F)F)N)N4CCC(C(CC4)F)N	I
LCI	Cn1c(c(cn1)c2c(cnc(n2)NC3CCC(CC3)N)F)CC4CC4	I
664	Cn1c(cc2c1CCNC2=O)c3ccnc(n3)Nc4cc(ccc4OC(F)(F)F)N5CCN(CC5)C	I
6S3	Cn1c(cc2c1nc(cc2Cl)C(=O)N)c3ccc(cc3)N4CCN(CC4)C	I
7LK	Cn1c(cc2c1nccc2C#N)c3ccc(cc3)N4CCNCC4	I
8XE	Cn1c(ccn1)Nc2nccc(n2)c3cc4c([nH]3)CCN(C4=O)CCOC	I
8XK	Cn1c(ccn1)Nc2nccc(n2)c3cc4c(n3C)CCN(C4=O)CCOC	I
QRW	Cn1c(nnc1c2ccncc2)CNc3cccc(c3)C(=O)NCc4ccccc4C(F)(F)F	I
071	Cn1c-2c(c(n1)C(=O)N)CCc3c2nc(nc3)Nc4cc(ccc4OC)N5CCN(CC5)C	I
P49	Cn1c-2c(c(n1)C(=O)O)CCc3c2nc(nc3)Nc4ccccc4	I
NPZ	Cn1c2c(c(n1)c3ccc4ccccc4c3)c(ncn2)N	I
P17	Cn1c2c(cc(c1=O)c3c(cccc3Cl)Cl)cnc(n2)Nc4cccc(c4)SC	I
7CP	Cn1c2c(ccc(c2Cl)Cl)c3c1C(=O)NC4(C3C#N)CCN(CC4)C	I
6OJ	Cn1c2c(ccc(c2Cl)Cl)c3c1C(=O)NCC3	I
NZS	Cn1c2c(cn1)c(nc(n2)N3CCS(=O)(=O)CC3)Nc4cccc(c4)OC	I
NZU	Cn1c2c(cn1)c(nc(n2)c3cccc4c3c[nH]n4)NCCCS(=O)(=O)C	I
P91	Cn1c2cc(c3c(c2c(c1C(=O)NCCO)Br)C(=O)NC3=O)c4ccccc4Cl	I
396	Cn1c2cc(c3c(c2c4c1cc(c(c4)O)C(=O)NCCN5CCCC5)C(=O)NC3=O)c6ccccc6Cl	I
61E	Cn1c2cc(c3c(c2c4c1cc(c(c4)O)OCCCN(C)C)C(=O)NC3=O)c5ccccc5Cl	I
MB9	Cn1c2cc(ccc2c3c1C(=O)NC4(C3C#N)CCNCC4)Cl	I
8OU	Cn1c2ccc(cc2cn1)Nc3c4c(nc(n3)N5CCC(CC5)O)CC=NC4=O	I
4DJ	Cn1c2ccc(cc2cn1)Nc3nccc(n3)N(CCCO)c4cccc5c4cn[nH]5	I
